question,contexts,ground_truth,evolution_type,metadata,episode_done
Which regions are included in the Northern Hills Zone for wheat cultivation in Jammu and Kashmir?,"[""{'Crop name': 'Wheat', 'Crop seed_germination_test_requirements_are': 'Seed germination test should be conducted to check seed germination status of seed. To ensure optimum plant population and thereby good yield, minimum 85% germination is essential.', 'Crop harvesting_guidelines_are': 'Harvest crop at proper maturity to minimize risk due to shattering, threshing etc.', 'Crop storage_guidelines_are': 'Follow proper storage practices for wheat produce to avoid post-harvest losses.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Northern Hills Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'Jammu and Kashmir'}""]",Jammu and Kashmir,reasoning,[{}],True
What is the recommended moisture level for harvesting wheat and how should the grain be dried before storage?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'Northern Hills Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations variety_name': 'HS 507'}""]","When the moisture level of grain is 25% it is the proper time for manual harvesting. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.",reasoning,[{}],True
What are the recommended practices for wheat grain harvesting and drying before storage?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'Peninsular Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'Nitrogen', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '120 kg/ha', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At sowing'}""]","When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.",reasoning,[{}],True
Why conduct a seed germination test for wheat in relation to food production?,"[""{'Crop name': 'Wheat', 'Crop seed_germination_test_requirements_are': 'Seed germination test should be conducted to check seed germination status of seed. To ensure optimum plant population and thereby good yield, minimum 85% germination is essential.', 'Crop harvesting_guidelines_are': 'Harvest crop at proper maturity to minimize risk due to shattering, threshing etc.', 'Crop storage_guidelines_are': 'Follow proper storage practices for wheat produce to avoid post-harvest losses.', 'Crop has_types CropType name': 'Wheat', 'Crop has_types CropType used_for': 'Food production'}""]","Seed germination test should be conducted to check seed germination status of seed. To ensure optimum plant population and thereby good yield, minimum 85% germination is essential.",reasoning,[{}],True
What are the recommended practices for harvesting and drying wheat grains in the NEP Zone before storage?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'North Eastern Plains Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations variety_name': 'KRL 19'}""]","When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.",reasoning,[{}],True
What is the minimum germination percentage required for a wheat seed germination test in the NEP Zone?,"[""{'Crop name': 'Wheat', 'Crop seed_germination_test_requirements_are': 'Seed germination test should be conducted to check seed germination status of seed. To ensure optimum plant population and thereby good yield, minimum 85% germination is essential.', 'Crop harvesting_guidelines_are': 'Harvest crop at proper maturity to minimize risk due to shattering, threshing etc.', 'Crop storage_guidelines_are': 'Follow proper storage practices for wheat produce to avoid post-harvest losses.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Plains Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'NPK', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '150:60:40 kg per hectare', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At the time of sowing'}""]","To ensure optimum plant population and thereby good yield, minimum 85% germination is essential.",reasoning,[{}],True
What are the recommended moisture level and time of day for manual wheat crop harvesting?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.'}""]",When the moisture level of grain is 25% it is the proper time for manual harvesting. Morning is the best time for harvesting.,reasoning,[{}],True
What are the recommended moisture level and best time for manual wheat harvesting?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'North Eastern Plains Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'Nitrogen', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '120 kg/ha', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At sowing'}""]",When the moisture level of grain is 25% it is the proper time for manual harvesting. Morning is the best time for harvesting.,reasoning,[{}],True
Which hilly areas in Tamil Nadu and Kerala are included in the Southern Hills Zone for wheat cultivation?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'Southern Hills Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'hilly areas of Tamil Nadu and Kerala'}""]",The hilly areas of Tamil Nadu and Kerala are included in the Southern Hills Zone for wheat cultivation.,reasoning,[{}],True
What are the recommended practices for harvesting and drying wheat grains in the Northern Hills Zone before storage?,"[""{'Crop name': 'Wheat', 'Crop harvesting_guidelines_are': 'When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.', 'Crop storage_guidelines_are': 'For storage, use bins and silos made of GI sheets. Now a days, aluminium bins, Pusa bins, silos and poly lined bags are available for storage. Farmers can store wheat grains in their traditional storage as well. Improved storage structures of various capacities are now available. The air-tight bin can be used. It is so constructed that it does not allow entry of any outside insects and rodents and the insects present in the grain do not get favourable atmosphere to develop. For filling and using the metal bin, the following storage practices are recommended: Clean the bin thoroughly and do not allow the left-overs of the previously stored grains to remain in the bin. Inspect the covers to ensure that the gaskets are intact. Clean and sort the grains of all impurities. Broken kernels and other impurities lead to insect attraction and, hence, should be separated. Do not mix the new grains with old stock as the latter may be infested with insects. Never store infested grains, or grains with high moisture content. Dry the grains out in the sun, cool it and fill in the bin later in the evening. The moisture content of the grains should not be higher than 9 %. Fill-in the bin to full capacity and tight the lid properly. Do not open the bin for the first 30 days and thereafter open it fortnightly. The cover should be replaced immediately after use. Inspect the grains frequently.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone name': 'Northern Hills Zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone CropGrowingZone has_seed_recommendations variety_name': 'SKW 196'}""]","When the moisture level of grain is 25% it is the proper time for manual harvesting. Generally, wheat is manually harvested but for quick harvesting, combine harvester should be used to avoid losses in grain yield due to shattering and lodging. Wheat should be harvested 4-5 days before it is dead ripe. Morning is the best time for harvesting. Mechanical harvesting through combine machine is done at places where uniform ripening of wheat happens. In case of manual harvesting, bundles are made and dried for 3-4 days and threshed by thresher. Before storage, grain should be dried by spreading on tarpaulin plastic sheets in bright sunlight to a moisture level below 12%.",reasoning,[{}],True
