question,contexts,ground_truth,evolution_type,metadata,episode_done
What type of soil is rich in organic matter?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_soil_requirements SoilRequirements soil_type_name': 'Well drained loamy to clayey loam', 'Crop has_soil_requirements SoilRequirements avoid_soil_type': 'Sandy soil', 'Crop has_soil_requirements SoilRequirements for_water': 'Moderate water holding capacity', 'Crop has_soil_requirements SoilRequirements for_nutrients': 'Rich in organic matter'}""]",Well drained loamy to clayey loam,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-94'}""]",Soybean,simple,[{}],True
What is the importance of checking the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '55 kg per hectare'}""]","To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What is the start date for early sowing of soybean in the North Eastern Hill zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '15th June', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '30th June'}""]",15th June,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_types CropType name': 'NRC 86', 'Crop has_types CropType used_for': 'Cultivation'}""]",N/A,simple,[{}],True
What is the importance of checking the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]","To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Tobacco caterpillar', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Defoliation, webbing and frass', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Quinalphos', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '2 ml per litre of water', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'Larval stage'}""]",Soybean,simple,[{}],True
What is the significance of harvesting soybean at the right time?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Various', 'Crop weed_management_needs_are weed_types': 'Grassy weeds'}""]",Harvesting soybean at the right time is significant because it helps prevent yield loss due to shattering and seed viability loss due to field weathering. The right time to harvest soybean is when the pods change color (physiological maturity) and the moisture percentage of the seeds is around 14-16%.,simple,[{}],True
What is the recommended depth for sowing soybean seeds?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_seed_sowing_spacing SeedSpacing sowing_time': 'June-July', 'Crop needs_seed_sowing_spacing SeedSpacing value': '30-45 cm between rows, 5 cm within row', 'Crop needs_seed_sowing_spacing SeedSpacing depth': '3-4 cm', 'Crop needs_seed_sowing_spacing SeedSpacing method': 'Dibbling'}""]",3-4 cm,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '30', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue unitText': 'Kg per hectare'}""]",Soybean,simple,[{}],True
